NR. DOSAR,DATA ÎNREGISTRĂRII,TERMEN,SOLUȚIE
11375/RD/2022,28.04.2022,,23.12.2023
11376/RD/2022,28.04.2022,,26.01.2023
11379/RD/2022,28.04.2022,,23.10.2023
11380/RD/2022,28.04.2022,,14.07.2023
11382/RD/2022,28.04.2022,,04.03.2023
11383/RD/2022,28.04.2022,,03.07.2023
11394/RD/2022,28.04.2022,,14.07.2023
11396/RD/2022,28.04.2022,,04.07.2023
11398/RD/2022,28.04.2022,,22.10.2023
11399/RD/2022,28.04.2022,,15.03.2025
11400/RD/2022,28.04.2022,,15.07.2023
11405/RD/2022,29.04.2022,,19.11.2023
11410/RD/2022,29.04.2022,,16.02.2025
11411/RD/2022,29.04.2022,,30.01.2025
11413/RD/2022,29.04.2022,,03.07.2025
11416/RD/2022,29.04.2022,,21.07.2025
11418/RD/2022,29.04.2022,,13.08.2025
11419/RD/2022,29.04.2022,,14.07.2023
11421/RD/2022,29.04.2022,,11.03.2023
11425/RD/2022,29.04.2022,,05.02.2023
11429/RD/2022,29.04.2022,,30.09.2023
11435/RD/2022,29.04.2022,,12.09.2023
11457/RD/2022,29.04.2022,,26.08.2023
11462/RD/2022,29.04.2022,,16.12.2023
11466/RD/2022,29.04.2022,,11.06.2025
11468/RD/2022,29.04.2022,,19.11.2023
11470/RD/2022,29.04.2022,,12.09.2023
11473/RD/2022,29.04.2022,,28.01.2025
11482/RD/2022,18.04.2022,,27.11.2023
11483/RD/2022,11.04.2022,,14.05.2023
11484/RD/2022,18.04.2022,,19.10.2023
11485/RD/2022,20.04.2022,,13.06.2023
11486/RD/2022,21.04.2022,16.09.2022,
11487/RD/2022,19.04.2022,16.09.2022,
11488/RD/2022,20.04.2022,16.09.2022,
11489/RD/2022,13.04.2022,16.09.2022,
11490/RD/2022,19.04.2022,16.09.2022,
11491/RD/2022,27.04.2022,16.09.2022,
11492/RD/2022,12.04.2022,16.09.2022,
11493/RD/2022,18.04.2022,16.09.2022,
11494/RD/2022,19.04.2022,16.09.2022,
11495/RD/2022,12.04.2022,16.09.2022,
11496/RD/2022,21.04.2022,16.09.2022,
11497/RD/2022,18.04.2022,,15.07.2024
11498/RD/2022,08.04.2022,16.09.2022,
11499/RD/2022,18.04.2022,16.09.2022,
11500/RD/2022,26.04.2022,16.09.2022,
11501/RD/2022,28.04.2022,16.09.2022,
11502/RD/2022,14.04.2022,16.09.2022,
11503/RD/2022,15.04.2022,16.09.2022,
11504/RD/2022,20.04.2022,16.09.2022,
11505/RD/2022,20.04.2022,16.09.2022,
11506/RD/2022,12.04.2022,16.09.2022,
11507/RD/2022,11.04.2022,16.09.2022,
11508/RD/2022,21.04.2022,16.09.2022,
11509/RD/2022,11.04.2022,16.09.2022,
11510/RD/2022,11.04.2022,16.09.2022,
11511/RD/2022,20.04.2022,16.09.2022,
11512/RD/2022,27.04.2022,16.09.2022,
11513/RD/2022,28.04.2022,,23.08.2023
11514/RD/2022,26.04.2022,16.09.2022,
11515/RD/2022,20.04.2022,16.09.2022,
11516/RD/2022,11.04.2022,,28.03.2023
11517/RD/2022,21.04.2022,,18.01.2023
11518/RD/2022,18.04.2022,,12.09.2023
11519/RD/2022,12.04.2022,,22.11.2023
11520/RD/2022,12.04.2022,,18.05.2023
11521/RD/2022,21.04.2022,,18.03.2023
11522/RD/2022,20.04.2022,,24.05.2023
11523/RD/2022,18.04.2022,,19.06.2023
11524/RD/2022,20.04.2022,,25.09.2023
11525/RD/2022,27.04.2022,,14.01.2023
11526/RD/2022,20.04.2022,,07.06.2023
11527/RD/2022,14.04.2022,,23.08.2023
11528/RD/2022,26.04.2022,,21.07.2023
11529/RD/2022,11.04.2022,,10.05.2023
11530/RD/2022,18.04.2022,,29.07.2024
11531/RD/2022,21.04.2022,,12.09.2023
11532/RD/2022,26.04.2022,,13.11.2023
11533/RD/2022,18.04.2022,,26.05.2023
11534/RD/2022,28.04.2022,,13.03.2023
11535/RD/2022,11.04.2022,,18.08.2023
11536/RD/2022,18.04.2022,,28.07.2023
11537/RD/2022,21.04.2022,,19.03.2023
11538/RD/2022,18.04.2022,,04.11.2023
11539/RD/2022,14.04.2022,16.09.2022,
11540/RD/2022,18.04.2022,,05.03.2023
11541/RD/2022,19.04.2022,,23.08.2023
11542/RD/2022,19.04.2022,,08.05.2023
11543/RD/2022,27.04.2022,,28.03.2023
11544/RD/2022,08.04.2022,,20.09.2023
11545/RD/2022,18.04.2022,,15.05.2023
11546/RD/2022,11.04.2022,,18.01.2025
11547/RD/2022,12.04.2022,20.02.2026,
11548/RD/2022,12.04.2022,03.01.2026,
11549/RD/2022,13.04.2022,,07.02.2025
11550/RD/2022,26.04.2022,,22.08.2025
11551/RD/2022,21.04.2022,,08.05.2025
11552/RD/2022,28.04.2022,,29.07.2025
11553/RD/2022,11.04.2022,03.01.2026,
11554/RD/2022,18.04.2022,,04.03.2025
11555/RD/2022,13.04.2022,03.01.2026,
11556/RD/2022,12.04.2022,,05.03.2025
11557/RD/2022,19.04.2022,,22.11.2025
11558/RD/2022,11.04.2022,,30.09.2025
11559/RD/2022,27.04.2022,,18.05.2025
11560/RD/2022,27.04.2022,,05.02.2025
11561/RD/2022,11.04.2022,,18.05.2025
11562/RD/2022,19.04.2022,03.01.2026,
11563/RD/2022,21.04.2022,,30.09.2025
11564/RD/2022,12.04.2022,,24.08.2026
11565/RD/2022,18.04.2022,,06.11.2025
11566/RD/2022,26.04.2022,,15.05.2025
11567/RD/2022,12.04.2022,03.01.2026,
11568/RD/2022,20.04.2022,03.01.2026,
11569/RD/2022,18.04.2022,,16.02.2025
11570/RD/2022,08.04.2022,,14.01.2025
11571/RD/2022,08.04.2022,,07.06.2025
11572/RD/2022,18.04.2022,,04.03.2025
11573/RD/2022,21.04.2022,,11.07.2025
11574/RD/2022,19.04.2022,03.01.2026,
11575/RD/2022,21.04.2022,15.06.2026,
11576/RD/2022,08.04.2022,,14.01.2024
11577/RD/2022,20.04.2022,,04.01.2024
11666/RD/2022,02.05.2022,,28.05.2025
11669/RD/2022,02.05.2022,,19.11.2024
11673/RD/2022,02.05.2022,,05.02.2024
11700/RD/2022,02.05.2022,27.01.2025,
11705/RD/2022,02.05.2022,27.01.2025,
11707/RD/2022,02.05.2022,,23.09.2025
11710/RD/2022,02.05.2022,,21.07.2025
11743/RD/2022,02.05.2022,,20.07.2025
11745/RD/2022,02.05.2022,27.01.2025,
11810/RD/2022,03.05.2022,27.01.2025,
11811/RD/2022,03.05.2022,,20.07.2024
11855/RD/2022,03.05.2022,,05.02.2025
11858/RD/2022,03.05.2022,27.01.2025,
11860/RD/2022,03.05.2022,,26.08.2024
11863/RD/2022,03.05.2022,,07.02.2024
11864/RD/2022,03.05.2022,,20.07.2025
11865/RD/2022,03.05.2022,,26.01.2024
11866/RD/2022,03.05.2022,,23.09.2024
11868/RD/2022,03.05.2022,,10.07.2024
11969/RD/2022,04.05.2022,27.01.2025,
11973/RD/2022,04.05.2022,,29.07.2024
12000/RD/2022,04.05.2022,,13.03.2024
12003/RD/2022,04.05.2022,27.01.2025,
12004/RD/2022,04.05.2022,27.01.2025,
12005/RD/2022,04.05.2022,27.01.2025,
12006/RD/2022,04.05.2022,27.01.2025,
12007/RD/2022,04.05.2022,27.01.2025,
12008/RD/2022,04.05.2022,27.01.2025,
12009/RD/2022,04.05.2022,27.08.2024,
12071/RD/2022,05.05.2022,,04.03.2024
12074/RD/2022,05.05.2022,,26.08.2024
12077/RD/2022,05.05.2022,,19.09.2024
12121/RD/2022,06.05.2022,,13.08.2024
12216/RD/2022,09.05.2022,,21.03.2024
12226/RD/2022,09.05.2022,31.05.2024,
12231/RD/2022,09.05.2022,31.05.2024,
12233/RD/2022,09.05.2022,31.05.2024,
12254/RD/2022,09.05.2022,31.05.2024,
12257/RD/2022,09.05.2022,16.09.2022,
12268/RD/2022,09.05.2022,31.05.2024,
12269/RD/2022,09.05.2022,31.05.2024,
12271/RD/2022,09.05.2022,31.05.2024,
12294/RD/2022,10.05.2022,,23.10.2024
12342/RD/2022,10.05.2022,,29.07.2024
12347/RD/2022,10.05.2022,,14.05.2024
12349/RD/2022,10.05.2022,,16.06.2024
12350/RD/2022,10.05.2022,31.05.2024,
12376/RD/2022,10.05.2022,,18.01.2024
12378/RD/2022,10.05.2022,,14.01.2024
12390/RD/2022,10.05.2022,,15.11.2024
12391/RD/2022,10.05.2022,,13.11.2024
12417/RD/2022,11.05.2022,,12.01.2025
12432/RD/2022,11.05.2022,,08.04.2024
12437/RD/2022,11.05.2022,,18.03.2024
12447/RD/2022,11.05.2022,,22.01.2024
12510/RD/2022,12.05.2022,,19.06.2025
12512/RD/2022,12.05.2022,,24.08.2025
12516/RD/2022,12.05.2022,,19.06.2025
12595/RD/2022,12.05.2022,08.10.2025,
12618/RD/2022,09.05.2022,,22.01.2025
12619/RD/2022,10.05.2022,,12.09.2025
12620/RD/2022,10.05.2022,,08.04.2025
12621/RD/2022,02.05.2022,,28.07.2025
12622/RD/2022,04.05.2022,,04.07.2025
12623/RD/2022,03.05.2022,,08.10.2025
12624/RD/2022,03.05.2022,,07.07.2025
12625/RD/2022,06.05.2022,08.10.2025,
12626/RD/2022,05.05.2022,,04.11.2025
12627/RD/2022,03.05.2022,,09.09.2025
12628/RD/2022,29.04.2022,,25.10.2025
12629/RD/2022,04.05.2022,18.05.2026,
12630/RD/2022,05.05.2022,16.09.2022,
12631/RD/2022,04.05.2022,,20.07.2025
12632/RD/2022,11.05.2022,,10.04.2025
12633/RD/2022,20.04.2022,,15.07.2025
12634/RD/2022,03.05.2022,,12.06.2025
12635/RD/2022,04.05.2022,,04.03.2025
12636/RD/2022,06.05.2022,,28.01.2026
12637/RD/2022,02.05.2022,,25.11.2025
12638/RD/2022,05.05.2022,,04.03.2025
12639/RD/2022,06.05.2022,,25.09.2025
12640/RD/2022,29.04.2022,,12.09.2025
12641/RD/2022,05.05.2022,,14.05.2025
12642/RD/2022,02.05.2022,,07.02.2025
12643/RD/2022,06.05.2022,,18.04.2025
12644/RD/2022,12.05.2022,,04.11.2025
12645/RD/2022,05.05.2022,,15.07.2025
12646/RD/2022,11.05.2022,,04.05.2025
12647/RD/2022,06.05.2022,18.05.2026,
12648/RD/2022,29.04.2022,08.10.2025,
12649/RD/2022,10.05.2022,,23.08.2025
12650/RD/2022,03.05.2022,,12.09.2024
12651/RD/2022,02.05.2022,,29.05.2024
12652/RD/2022,09.05.2022,,20.09.2024
12653/RD/2022,03.05.2022,,29.10.2024
12654/RD/2022,03.05.2022,,18.05.2024
12655/RD/2022,09.05.2022,,23.09.2024
12656/RD/2022,02.05.2022,,14.07.2024
12657/RD/2022,05.05.2022,,11.07.2024
12658/RD/2022,05.05.2022,08.05.2026,
12659/RD/2022,03.05.2022,,18.05.2024
12660/RD/2022,06.05.2022,,19.02.2024
12661/RD/2022,03.05.2022,,24.05.2024
12662/RD/2022,06.05.2022,,17.12.2024
12664/RD/2022,04.05.2022,,04.11.2024
12665/RD/2022,02.05.2022,,04.05.2024
12666/RD/2022,12.05.2022,,30.07.2024
12667/RD/2022,12.05.2022,,04.03.2024
12668/RD/2022,29.04.2022,,20.07.2024
12669/RD/2022,02.05.2022,,16.06.2024
12670/RD/2022,03.05.2022,,05.02.2024
12671/RD/2022,12.05.2022,,21.09.2024
12672/RD/2022,02.05.2022,,10.07.2024
12673/RD/2022,11.05.2022,,05.03.2024
12674/RD/2022,12.05.2022,,16.02.2024
12675/RD/2022,10.05.2022,,12.09.2025
12676/RD/2022,05.04.2022,,13.11.2024
12677/RD/2022,29.04.2022,,29.07.2024
12678/RD/2022,06.05.2022,,22.01.2024
12679/RD/2022,29.04.2022,,13.11.2024
12680/RD/2022,03.05.2022,,07.02.2024
12681/RD/2022,10.05.2022,07.10.2022,
12682/RD/2022,12.05.2022,07.10.2022,
12683/RD/2022,09.05.2022,07.10.2022,
12684/RD/2022,09.05.2022,07.10.2022,
12706/RD/2022,10.05.2022,,12.09.2025
12709/RD/2022,05.05.2022,,13.08.2025
12713/RD/2022,05.05.2022,,09.09.2025
12760/RD/2022,16.05.2022,07.10.2022,
12762/RD/2022,16.05.2022,07.10.2022,
12766/RD/2022,16.05.2022,,12.05.2025
12769/RD/2022,16.05.2022,,04.01.2025
12771/RD/2022,16.05.2022,,20.09.2025
12772/RD/2022,16.05.2022,,13.03.2025
12773/RD/2022,16.05.2022,,30.07.2025
12776/RD/2022,16.05.2022,,10.07.2025
12841/RD/2022,17.05.2022,,23.09.2025
12844/RD/2022,17.05.2022,,07.03.2025
12845/RD/2022,17.05.2022,,30.07.2025
12848/RD/2022,17.05.2022,30.04.2025,
12855/RD/2022,17.05.2022,07.10.2022,
12856/RD/2022,17.05.2022,07.10.2022,
12859/RD/2022,17.05.2022,07.10.2022,
12868/RD/2022,17.05.2022,07.10.2022,
12894/RD/2022,17.05.2022,07.10.2022,
12899/RD/2022,17.05.2022,07.10.2022,
12903/RD/2022,17.05.2022,07.10.2022,
12960/RD/2022,17.05.2022,07.10.2022,
12979/RD/2022,18.05.2022,,12.05.2025
12983/RD/2022,18.05.2022,07.10.2022,
12986/RD/2022,18.05.2022,07.10.2022,
13000/RD/2022,18.05.2022,07.10.2022,
13001/RD/2022,18.05.2022,07.10.2022,
13003/RD/2022,18.05.2022,07.10.2022,
13005/RD/2022,18.05.2022,07.10.2022,
13008/RD/2022,18.05.2022,07.10.2022,
13011/RD/2022,18.05.2022,07.10.2022,
13014/RD/2022,18.05.2022,07.10.2022,
13104/RD/2022,19.05.2022,07.10.2022,
13109/RD/2022,19.05.2022,07.10.2022,
13113/RD/2022,19.05.2022,07.10.2022,
13139/RD/2022,19.05.2022,07.10.2022,
13142/RD/2022,19.05.2022,19.12.2025,
13145/RD/2022,19.05.2022,07.10.2022,
13147/RD/2022,19.05.2022,14.06.2024,
13152/RD/2022,19.05.2022,,20.07.2025
13153/RD/2022,19.05.2022,,11.12.2023
13166/RD/2022,19.05.2022,,22.11.2023
13170/RD/2022,19.05.2022,,18.01.2023
13227/RD/2022,23.05.2022,,15.05.2023
13240/RD/2022,23.05.2022,,05.03.2023
13244/RD/2022,23.05.2022,,04.03.2023
13247/RD/2022,23.05.2022,,16.11.2024
13249/RD/2022,23.05.2022,,15.05.2023
13253/RD/2022,23.05.2022,,04.06.2023
13256/RD/2022,23.05.2022,,19.03.2023
13258/RD/2022,23.05.2022,25.01.2024,
13342/RD/2022,24.05.2022,,14.05.2023
13354/RD/2022,24.05.2022,25.01.2024,
13384/RD/2022,24.05.2022,25.01.2024,
13429/RD/2022,24.05.2022,,30.01.2025
13457/RD/2022,24.05.2022,,12.06.2023
13484/RD/2022,25.05.2022,,13.03.2023
13491/RD/2022,25.05.2022,,14.11.2023
13528/RD/2022,25.05.2022,,14.05.2023
13544/RD/2022,25.05.2022,,25.09.2023
13547/RD/2022,25.05.2022,,18.05.2026
13553/RD/2022,25.05.2022,,11.07.2023
13559/RD/2022,25.05.2022,,29.10.2023
13563/RD/2022,25.05.2022,,05.03.2026
13564/RD/2022,25.05.2022,,07.03.2023
13610/RD/2022,26.05.2022,,12.09.2023
13615/RD/2022,26.05.2022,,30.01.2023
13620/RD/2022,26.05.2022,,12.06.2023
13625/RD/2022,26.05.2022,,19.03.2024
13629/RD/2022,26.05.2022,,13.03.2024
13630/RD/2022,26.05.2022,,12.09.2024
13633/RD/2022,26.05.2022,,19.02.2024
13635/RD/2022,26.05.2022,,18.01.2024
13637/RD/2022,26.05.2022,,18.03.2024
13639/RD/2022,26.05.2022,,22.11.2024
13641/RD/2022,26.05.2022,,19.09.2024
13719/RD/2022,20.05.2022,,11.12.2024
13720/RD/2022,17.05.2022,07.10.2022,
13721/RD/2022,23.05.2022,,29.07.2024
13722/RD/2022,16.05.2022,,16.02.2024
13723/RD/2022,19.05.2022,,18.08.2024
13724/RD/2022,19.05.2022,,25.10.2024
13725/RD/2022,19.05.2022,,19.03.2024
13726/RD/2022,24.05.2022,,28.06.2024
13727/RD/2022,23.05.2022,,09.09.2024
13728/RD/2022,18.05.2022,,12.01.2024
13729/RD/2022,26.05.2022,,21.09.2024
13730/RD/2022,25.05.2022,,15.02.2024
13731/RD/2022,17.05.2022,,29.05.2024
13732/RD/2022,13.05.2022,,22.04.2024
13733/RD/2022,23.05.2022,,21.02.2024
13734/RD/2022,26.05.2022,,04.05.2024
13735/RD/2022,18.05.2022,,23.09.2024
13736/RD/2022,16.05.2022,,09.04.2024
13737/RD/2022,13.05.2022,,18.05.2024
13738/RD/2022,18.05.2022,,11.12.2024
13739/RD/2022,20.05.2022,,10.07.2024
13740/RD/2022,18.05.2022,,17.12.2024
13741/RD/2022,18.05.2022,,09.09.2024
13742/RD/2022,18.05.2022,,22.11.2025
13743/RD/2022,20.05.2022,,08.04.2025
13744/RD/2022,18.05.2022,,25.09.2025
13745/RD/2022,20.05.2022,,10.04.2025
13746/RD/2022,19.05.2022,,14.01.2025
13747/RD/2022,25.05.2022,,19.11.2025
13749/RD/2022,13.05.2022,,22.11.2025
13750/RD/2022,26.05.2022,,04.07.2025
13751/RD/2022,17.05.2022,,18.11.2025
13752/RD/2022,16.05.2022,,13.11.2025
13753/RD/2022,17.05.2022,07.10.2022,
13754/RD/2022,23.05.2022,,13.08.2025
13755/RD/2022,17.05.2022,,14.07.2025
13756/RD/2022,16.05.2022,,03.07.2025
13757/RD/2022,23.05.2022,07.10.2022,
13758/RD/2022,19.05.2022,,11.07.2025
13760/RD/2022,26.05.2022,,20.07.2024
13761/RD/2022,13.05.2022,27.03.2026,
13762/RD/2022,23.05.2022,,23.10.2025
13763/RD/2022,13.05.2022,27.03.2026,
13764/RD/2022,23.05.2022,,12.06.2025
13765/RD/2022,14.04.2022,,04.05.2025
13766/RD/2022,19.05.2022,,18.01.2025
13767/RD/2022,19.05.2022,,13.03.2025
13768/RD/2022,19.05.2022,,25.09.2025
13769/RD/2022,24.05.2022,,21.07.2025
13770/RD/2022,24.05.2022,,22.01.2025
13771/RD/2022,13.05.2022,,19.03.2025
13772/RD/2022,18.05.2022,07.10.2022,
13773/RD/2022,19.05.2022,,25.09.2024
13774/RD/2022,13.05.2022,,22.08.2024
13775/RD/2022,17.05.2022,10.02.2025,
13776/RD/2022,19.05.2022,,15.07.2024
13777/RD/2022,24.05.2022,,11.10.2024
13778/RD/2022,20.05.2022,,06.02.2024
13779/RD/2022,24.05.2022,,07.03.2024
13780/RD/2022,17.05.2022,,12.05.2024
13781/RD/2022,18.03.2022,,12.09.2024
13782/RD/2022,20.05.2022,,16.12.2024
13783/RD/2022,18.05.2022,,27.05.2024
13784/RD/2022,18.05.2022,,07.06.2024
13785/RD/2022,17.05.2022,,29.10.2024
13786/RD/2022,24.05.2022,,06.11.2024
13787/RD/2022,20.05.2022,,10.01.2024
13788/RD/2022,18.05.2022,,14.01.2024
13789/RD/2022,18.05.2022,,04.07.2024
13790/RD/2022,19.05.2022,,18.05.2024
13791/RD/2022,20.05.2022,,18.11.2024
13793/RD/2022,13.05.2022,,12.06.2024
13794/RD/2022,25.05.2022,,22.04.2024
13795/RD/2022,25.05.2022,,30.09.2024
13796/RD/2022,26.05.2022,,28.01.2024
13797/RD/2022,13.05.2022,,14.01.2024
13798/RD/2022,16.05.2022,,21.12.2024
13799/RD/2022,23.05.2022,,22.08.2024
13800/RD/2022,13.05.2022,,21.07.2024
13801/RD/2022,19.05.2022,,22.11.2024
13802/RD/2022,19.05.2022,,23.10.2024
13803/RD/2022,20.05.2022,,19.10.2024
13804/RD/2022,13.12.2023,,07.02.2024
13806/RD/2022,19.05.2022,,07.07.2024
13807/RD/2022,23.05.2022,,06.02.2024
13808/RD/2022,24.05.2022,,18.01.2024
13809/RD/2022,23.05.2022,,19.10.2024
13810/RD/2022,26.05.2022,,28.07.2024
13811/RD/2022,19.05.2022,,03.07.2024
13812/RD/2022,17.05.2022,,13.01.2024
13814/RD/2022,26.05.2022,,06.03.2024
13815/RD/2022,17.05.2022,,06.03.2024
13816/RD/2022,26.05.2022,,04.12.2024
13817/RD/2022,26.05.2022,,29.07.2024
13818/RD/2022,18.05.2022,,19.10.2024
13819/RD/2022,20.05.2022,,21.11.2024
13820/RD/2022,25.05.2022,,31.03.2024
13821/RD/2022,16.05.2022,,28.06.2024
13822/RD/2022,19.05.2022,,15.02.2024
13823/RD/2022,17.05.2022,,08.05.2024
13824/RD/2022,17.05.2022,,07.02.2024
13825/RD/2022,18.05.2022,,05.02.2024
13826/RD/2022,16.05.2022,,25.01.2024
13827/RD/2022,20.05.2022,,09.04.2024
13828/RD/2022,19.05.2022,,23.09.2024
13829/RD/2022,23.05.2022,,23.12.2024
13830/RD/2022,25.05.2022,,12.09.2024
13831/RD/2022,26.05.2022,,18.05.2024
13832/RD/2022,23.05.2022,,18.08.2024
13833/RD/2022,24.05.2022,,19.03.2024
13834/RD/2022,26.05.2022,,29.10.2024
13835/RD/2022,20.05.2022,,11.10.2024
13836/RD/2022,19.05.2022,,30.09.2024
13837/RD/2022,26.05.2022,,04.03.2024
13838/RD/2022,25.05.2022,,12.06.2024
13839/RD/2022,23.05.2022,,23.12.2025
13840/RD/2022,19.05.2022,,15.02.2024
13841/RD/2022,16.05.2022,,29.10.2024
13842/RD/2022,26.05.2022,,21.03.2024
13863/RD/2022,25.05.2022,,03.07.2024
13915/RD/2022,30.05.2022,,19.03.2024
14053/RD/2022,31.05.2022,,10.07.2025
14068/RD/2022,31.05.2022,,15.05.2024
14192/RD/2022,02.06.2022,,14.11.2025
14195/RD/2022,02.06.2022,,07.03.2025
14220/RD/2022,02.06.2022,29.09.2023,
14303/RD/2022,06.06.2022,28.03.2025,
14309/RD/2022,06.06.2022,,15.11.2024
14461/RD/2022,07.06.2022,,12.06.2024
14467/RD/2022,07.06.2022,,04.06.2024
14472/RD/2022,07.06.2022,,12.09.2025
14475/RD/2022,07.06.2022,,24.04.2024
14476/RD/2022,07.06.2022,,23.12.2024
14543/RD/2022,07.06.2022,,17.12.2025
14574/RD/2022,08.06.2022,28.03.2025,
14577/RD/2022,08.06.2022,29.09.2023,
14580/RD/2022,08.06.2022,29.09.2023,
14584/RD/2022,08.06.2022,29.09.2023,
14587/RD/2022,08.06.2022,,16.02.2024
14589/RD/2022,08.06.2022,,19.02.2024
14615/RD/2022,08.06.2022,,24.04.2025
14628/RD/2022,08.06.2022,,30.07.2025
14674/RD/2022,09.06.2022,,05.03.2024
14676/RD/2022,09.06.2022,,11.07.2024
14693/RD/2022,09.06.2022,28.03.2025,
14696/RD/2022,09.06.2022,,04.01.2025
14697/RD/2022,09.06.2022,,22.04.2025
14702/RD/2022,09.06.2022,,13.08.2024
14705/RD/2022,09.06.2022,,15.11.2024
14813/RD/2022,27.05.2022,,19.09.2024
14814/RD/2022,31.05.2022,,19.02.2024
14815/RD/2022,31.05.2022,,09.09.2024
14816/RD/2022,30.05.2022,,23.09.2024
14817/RD/2022,09.06.2022,,23.08.2024
14818/RD/2022,31.05.2022,,21.11.2024
14819/RD/2022,27.05.2022,,23.12.2024
14820/RD/2022,03.06.2022,,16.02.2023
14821/RD/2022,06.06.2022,,21.02.2024
14822/RD/2022,03.06.2022,,11.06.2024
14823/RD/2022,06.06.2022,,07.04.2024
14824/RD/2022,08.06.2022,,19.02.2024
14825/RD/2022,31.05.2022,,28.03.2024
14826/RD/2022,03.06.2022,,30.09.2024
14827/RD/2022,27.05.2022,,21.07.2024
14828/RD/2022,08.06.2022,,11.06.2024
14829/RD/2022,31.05.2022,,09.09.2024
14830/RD/2022,08.06.2022,,19.11.2024
14831/RD/2022,08.06.2022,,04.03.2024
14832/RD/2022,03.06.2022,,29.07.2024
14833/RD/2022,07.06.2022,,29.05.2024
14834/RD/2022,08.06.2022,,04.03.2024
14835/RD/2022,08.06.2022,,12.01.2024
14836/RD/2022,08.06.2022,,15.05.2024
14837/RD/2022,03.06.2022,,12.05.2024
14838/RD/2022,08.06.2022,,16.02.2024
14839/RD/2022,03.06.2022,,18.05.2024
14840/RD/2022,08.06.2022,,11.12.2024
14841/RD/2022,31.05.2022,,20.07.2024
14842/RD/2022,06.06.2022,,14.05.2024
14843/RD/2022,31.05.2022,,16.02.2024
14844/RD/2022,03.06.2022,,31.03.2024
14845/RD/2022,08.06.2022,,14.07.2024
14846/RD/2022,30.05.2022,,28.06.2023
14847/RD/2022,03.06.2022,,11.12.2024
14848/RD/2022,30.05.2022,30.03.2024,
14849/RD/2022,09.06.2022,,20.09.2024
14850/RD/2022,06.06.2022,,12.06.2023
14851/RD/2022,08.06.2022,,07.06.2023
14852/RD/2022,03.06.2022,,11.12.2023
14853/RD/2022,30.05.2022,,23.09.2023
14854/RD/2022,31.05.2022,,21.12.2023
14855/RD/2022,09.06.2022,,11.06.2023
14856/RD/2022,03.06.2022,,07.06.2023
14857/RD/2022,27.05.2022,,15.05.2023
14858/RD/2022,09.06.2022,,13.11.2023
14859/RD/2022,31.05.2022,,22.01.2023
14860/RD/2022,30.05.2022,,23.08.2023
14861/RD/2022,08.06.2022,,19.11.2023
14862/RD/2022,06.06.2022,,04.11.2023
14863/RD/2022,03.06.2022,,30.01.2023
14864/RD/2022,31.05.2022,,08.07.2023
14865/RD/2022,08.06.2022,,26.01.2023
14866/RD/2022,06.06.2022,,29.07.2023
14867/RD/2022,09.06.2022,,25.09.2024
14868/RD/2022,30.05.2022,,13.03.2023
14869/RD/2022,30.05.2022,,29.10.2023
14870/RD/2022,09.06.2022,,14.05.2023
14871/RD/2022,03.06.2022,,23.08.2023
14872/RD/2022,31.05.2022,,12.06.2023
14873/RD/2022,07.06.2022,,11.12.2023
14874/RD/2022,06.06.2022,,06.03.2023
14875/RD/2022,08.06.2022,,12.06.2023
14876/RD/2022,07.06.2022,,05.02.2023
14877/RD/2022,30.05.2022,,03.07.2024
14878/RD/2022,03.06.2022,,21.12.2023
14879/RD/2022,06.06.2022,,19.03.2024
14880/RD/2022,02.06.2022,,10.07.2024
14881/RD/2022,30.05.2022,,28.06.2024
14882/RD/2022,31.05.2022,,06.03.2024
14883/RD/2022,30.05.2022,,19.06.2024
14884/RD/2022,06.06.2022,,23.08.2024
14885/RD/2022,03.06.2022,,14.01.2024
14886/RD/2022,08.06.2022,,18.11.2024
14887/RD/2022,30.05.2022,,06.03.2024
14888/RD/2022,31.05.2022,,18.01.2024
14889/RD/2022,08.06.2022,,05.02.2024
14890/RD/2022,08.06.2022,,11.07.2024
14891/RD/2022,31.05.2022,,16.11.2024
14967/RD/2022,14.06.2022,,14.07.2024
14971/RD/2022,14.06.2022,,08.04.2024
14975/RD/2022,14.06.2022,,18.05.2024
14981/RD/2022,14.06.2022,,10.07.2024
15014/RD/2022,14.06.2022,19.04.2024,
15020/RD/2022,14.06.2022,,05.02.2024
15033/RD/2022,14.06.2022,,25.10.2024
15039/RD/2022,14.06.2022,,11.12.2024
15044/RD/2022,14.06.2022,,21.09.2024
15050/RD/2022,14.06.2022,,14.01.2024
15052/RD/2022,14.06.2022,,15.07.2024
15070/RD/2022,14.06.2022,,25.09.2024
15189/RD/2022,15.06.2022,,04.11.2024
15193/RD/2022,15.06.2022,19.04.2024,
15202/RD/2022,15.06.2022,,22.08.2024
15205/RD/2022,15.06.2022,26.01.2024,
15214/RD/2022,15.06.2022,17.07.2024,
15221/RD/2022,15.06.2022,,10.07.2024
15223/RD/2022,15.06.2022,17.07.2024,
15227/RD/2022,15.06.2022,,21.11.2024
15232/RD/2022,15.06.2022,,22.04.2025
15236/RD/2022,15.06.2022,,08.05.2024
15239/RD/2022,15.06.2022,,23.09.2024
15244/RD/2022,15.06.2022,17.07.2024,
15248/RD/2022,15.06.2022,17.07.2024,
15254/RD/2022,15.06.2022,29.09.2023,
15258/RD/2022,15.06.2022,17.07.2024,
