NR. DOSAR,DATA ÎNREGISTRĂRII,TERMEN,SOLUȚIE
15402/RD/2022,16.06.2022,,18.01.2024
15404/RD/2022,16.06.2022,,18.05.2024
15419/RD/2022,16.06.2022,,30.09.2024
15421/RD/2022,16.06.2022,,11.07.2024
15425/RD/2022,16.06.2022,17.07.2024,
15428/RD/2022,16.06.2022,,14.01.2024
15441/RD/2022,16.06.2022,,19.06.2024
15442/RD/2022,16.06.2022,,14.01.2024
15443/RD/2022,16.06.2022,,07.07.2024
15492/RD/2022,16.06.2022,,04.11.2024
15493/RD/2022,16.06.2022,,03.07.2024
15596/RD/2022,20.06.2022,,25.09.2024
15623/RD/2022,20.06.2022,17.07.2024,
15626/RD/2022,20.06.2022,,04.07.2024
15628/RD/2022,20.06.2022,17.07.2024,
15699/RD/2022,20.06.2022,,15.05.2024
15701/RD/2022,20.06.2022,,04.07.2024
15702/RD/2022,20.06.2022,,18.03.2024
15703/RD/2022,20.06.2022,,08.07.2024
15724/RD/2022,20.06.2022,29.09.2023,
15727/RD/2022,20.06.2022,29.09.2023,
15728/RD/2022,20.06.2022,29.09.2023,
15786/RD/2022,21.06.2022,29.09.2023,
15794/RD/2022,21.06.2022,29.09.2023,
15802/RD/2022,21.06.2022,29.09.2023,
15807/RD/2022,21.06.2022,29.09.2023,
15831/RD/2022,21.06.2022,29.09.2023,
15929/RD/2022,22.06.2022,29.09.2023,
15933/RD/2022,22.06.2022,29.09.2023,
15936/RD/2022,22.06.2022,29.09.2023,
15940/RD/2022,22.06.2022,29.09.2023,
15951/RD/2022,22.06.2022,29.09.2023,
16102/RD/2022,23.06.2022,29.09.2023,
16106/RD/2022,23.06.2022,29.09.2023,
16110/RD/2022,23.06.2022,29.09.2023,
16112/RD/2022,23.06.2022,29.09.2023,
16116/RD/2022,23.06.2022,29.09.2023,
16137/RD/2022,23.06.2022,29.09.2023,
16244/RD/2022,17.06.2022,29.09.2023,
16245/RD/2022,16.06.2022,29.09.2023,
16246/RD/2022,21.06.2022,29.09.2023,
16247/RD/2022,20.06.2022,29.09.2023,
16248/RD/2022,23.06.2022,,19.09.2024
16249/RD/2022,15.06.2022,29.09.2023,
16250/RD/2022,20.06.2022,29.09.2023,
16251/RD/2022,20.06.2022,29.09.2023,
16252/RD/2022,23.06.2022,,07.06.2025
16253/RD/2022,16.06.2022,29.09.2023,
16254/RD/2022,14.06.2022,29.09.2023,
16255/RD/2022,16.06.2022,29.09.2023,
16256/RD/2022,16.06.2022,29.09.2023,
16257/RD/2022,22.06.2022,,22.04.2025
16258/RD/2022,23.06.2022,,12.09.2024
16259/RD/2022,15.06.2022,,30.01.2023
16260/RD/2022,23.06.2022,,08.04.2025
16261/RD/2022,21.06.2022,,23.01.2023
16262/RD/2022,15.06.2022,,10.07.2023
16263/RD/2022,23.06.2022,,06.08.2024
16264/RD/2022,15.06.2022,,09.04.2023
16265/RD/2022,22.06.2022,,12.09.2023
16266/RD/2022,15.06.2022,,12.09.2023
16267/RD/2022,16.06.2022,,25.10.2023
16268/RD/2022,10.06.2022,,23.09.2023
16269/RD/2022,14.06.2022,,11.07.2023
16270/RD/2022,22.06.2022,,15.03.2025
16271/RD/2022,10.06.2022,,08.07.2023
16272/RD/2022,15.06.2022,,25.09.2023
16273/RD/2022,20.06.2022,,13.08.2023
16274/RD/2022,21.06.2022,,28.01.2023
16275/RD/2022,15.06.2022,,21.12.2023
16276/RD/2022,15.06.2022,,16.02.2023
16277/RD/2022,17.06.2022,,27.11.2023
16278/RD/2022,15.06.2022,,28.06.2023
16279/RD/2022,17.06.2022,,27.05.2023
16280/RD/2022,22.06.2022,,25.10.2025
16281/RD/2022,14.06.2022,,14.01.2023
16282/RD/2022,16.06.2022,,19.11.2023
16283/RD/2022,17.06.2022,,16.12.2023
16284/RD/2022,22.06.2022,,05.03.2025
16285/RD/2022,17.06.2022,,20.07.2023
16286/RD/2022,22.06.2022,,18.08.2025
16287/RD/2022,17.06.2022,,19.10.2023
16288/RD/2022,23.06.2022,,04.03.2023
16289/RD/2022,22.06.2022,,22.04.2025
16290/RD/2022,21.06.2022,,11.10.2024
16291/RD/2022,15.06.2022,,18.01.2023
16292/RD/2022,22.06.2022,,09.09.2025
16293/RD/2022,22.06.2022,,07.06.2023
16294/RD/2022,10.06.2022,,16.02.2023
16295/RD/2022,15.06.2022,,14.01.2023
16296/RD/2022,17.06.2022,,18.01.2023
16297/RD/2022,10.06.2022,,12.05.2023
16298/RD/2022,21.06.2022,,04.03.2024
16299/RD/2022,23.06.2022,,29.07.2024
16300/RD/2022,23.06.2022,,08.04.2024
16301/RD/2022,17.06.2022,,13.03.2024
16302/RD/2022,17.06.2022,,27.05.2024
16303/RD/2022,20.06.2022,,19.11.2024
16304/RD/2022,16.06.2022,,11.02.2024
16305/RD/2022,23.06.2022,,08.12.2024
16306/RD/2022,21.06.2022,,20.06.2024
16307/RD/2022,14.06.2022,,08.04.2024
16308/RD/2022,17.06.2022,,09.04.2024
16309/RD/2022,20.06.2022,,21.11.2024
16310/RD/2022,23.06.2022,,10.07.2024
16311/RD/2022,20.06.2022,,04.03.2024
16312/RD/2022,20.06.2022,,05.03.2024
16313/RD/2022,23.06.2022,,04.12.2024
16314/RD/2022,10.06.2022,,09.08.2024
16315/RD/2022,20.06.2022,,08.07.2024
16316/RD/2022,16.06.2022,,04.07.2024
16317/RD/2022,22.06.2022,,12.09.2025
16318/RD/2022,16.06.2022,,08.05.2024
16319/RD/2022,21.06.2022,,09.04.2024
16320/RD/2022,20.06.2022,,07.03.2024
16321/RD/2022,23.06.2022,,04.03.2025
16322/RD/2022,15.06.2022,,13.08.2024
16323/RD/2022,14.06.2022,,14.01.2024
16324/RD/2022,17.06.2022,,17.11.2024
16325/RD/2022,15.06.2022,,23.01.2024
16326/RD/2022,22.06.2022,,07.02.2024
16327/RD/2022,21.06.2022,,04.03.2024
16328/RD/2022,22.06.2022,,12.09.2025
16329/RD/2022,15.06.2022,,23.12.2024
16330/RD/2022,21.06.2022,,04.11.2024
16332/RD/2022,22.06.2022,,21.02.2025
16333/RD/2022,23.06.2022,,23.12.2024
16334/RD/2022,21.06.2022,,14.11.2024
16335/RD/2022,21.06.2022,,25.09.2024
16336/RD/2022,20.06.2022,,09.09.2024
16337/RD/2022,21.06.2022,,11.06.2024
16338/RD/2022,10.06.2022,,16.02.2024
16339/RD/2022,22.06.2022,,28.07.2025
16340/RD/2022,15.06.2022,,22.11.2024
16341/RD/2022,15.06.2022,,18.05.2024
16342/RD/2022,21.06.2022,,12.01.2024
16343/RD/2022,20.06.2022,,10.12.2024
16344/RD/2022,14.06.2022,,20.07.2024
16345/RD/2022,21.06.2022,,05.02.2024
16346/RD/2022,21.06.2022,,16.11.2024
16347/RD/2022,20.06.2022,,21.07.2024
16348/RD/2022,22.06.2022,,29.07.2024
16349/RD/2022,20.06.2022,,14.07.2024
16350/RD/2022,22.06.2022,,18.01.2024
16351/RD/2022,20.06.2022,,29.05.2024
16352/RD/2022,10.06.2022,,20.07.2024
16353/RD/2022,23.06.2022,,23.03.2024
16354/RD/2022,23.06.2022,,14.07.2024
16355/RD/2022,15.06.2022,,22.01.2024
16356/RD/2022,10.06.2022,,28.05.2024
16357/RD/2022,16.06.2022,,19.02.2024
16358/RD/2022,15.06.2022,,04.03.2024
16380/RD/2022,22.06.2022,,03.07.2025
16401/RD/2022,21.06.2022,,22.08.2024
16441/RD/2022,27.06.2022,,04.03.2024
16445/RD/2022,27.06.2022,,03.07.2024
16456/RD/2022,27.06.2022,,15.05.2024
16476/RD/2022,27.06.2022,14.06.2024,
16479/RD/2022,27.06.2022,,22.04.2025
16484/RD/2022,27.06.2022,14.06.2024,
16494/RD/2022,27.06.2022,14.06.2024,
16496/RD/2022,27.06.2022,14.06.2024,
16577/RD/2022,27.06.2022,,12.06.2024
16617/RD/2022,28.06.2022,,21.12.2025
16656/RD/2022,28.06.2022,,08.12.2024
16668/RD/2022,28.06.2022,,09.04.2024
16807/RD/2022,29.06.2022,,21.09.2024
16822/RD/2022,29.06.2022,,29.07.2024
16830/RD/2022,29.06.2022,,28.06.2025
16832/RD/2022,29.06.2022,,12.09.2025
16972/RD/2022,30.06.2022,19.12.2025,
16980/RD/2022,30.06.2022,19.12.2025,
16990/RD/2022,30.06.2022,,08.12.2024
17010/RD/2022,30.06.2022,,19.06.2024
17014/RD/2022,30.06.2022,,18.03.2024
17016/RD/2022,30.06.2022,,25.09.2024
17021/RD/2022,30.06.2022,29.09.2023,
17023/RD/2022,30.06.2022,29.09.2023,
17050/RD/2022,30.06.2022,29.09.2023,
17144/RD/2022,01.07.2022,29.09.2023,
17241/RD/2022,04.07.2022,29.09.2023,
17244/RD/2022,04.07.2022,29.09.2023,
17249/RD/2022,04.07.2022,29.09.2023,
17274/RD/2022,04.07.2022,29.09.2023,
17275/RD/2022,04.07.2022,29.09.2023,
17282/RD/2022,04.07.2022,29.09.2023,
17288/RD/2022,04.07.2022,15.04.2026,
17434/RD/2022,05.07.2022,29.09.2023,
17472/RD/2022,05.07.2022,29.09.2023,
17492/RD/2022,05.07.2022,,24.04.2025
17528/RD/2022,05.07.2022,29.09.2023,
17652/RD/2022,06.07.2022,29.09.2023,
17654/RD/2022,06.07.2022,29.09.2023,
17657/RD/2022,06.07.2022,29.09.2023,
17727/RD/2022,06.07.2022,29.09.2023,
17730/RD/2022,06.07.2022,29.09.2023,
17859/RD/2022,07.07.2022,29.09.2023,
17862/RD/2022,07.07.2022,29.09.2023,
17873/RD/2022,07.07.2022,29.09.2023,
17878/RD/2022,07.07.2022,29.09.2023,
17911/RD/2022,07.07.2022,29.09.2023,
17920/RD/2022,07.07.2022,29.09.2023,
17926/RD/2022,07.07.2022,29.09.2023,
17928/RD/2022,07.07.2022,29.09.2023,
17958/RD/2022,07.07.2022,29.09.2023,
18102/RD/2022,11.07.2022,29.09.2023,
18108/RD/2022,11.07.2022,29.09.2023,
18114/RD/2022,11.07.2022,29.09.2023,
18119/RD/2022,11.07.2022,29.09.2023,
18121/RD/2022,11.07.2022,29.09.2023,
18126/RD/2022,11.07.2022,29.09.2023,
18134/RD/2022,11.07.2022,29.09.2023,
18138/RD/2022,11.07.2022,29.09.2023,
18141/RD/2022,11.07.2022,29.09.2023,
18164/RD/2022,11.07.2022,29.09.2023,
18175/RD/2022,11.07.2022,29.09.2023,
18178/RD/2022,11.07.2022,29.09.2023,
18181/RD/2022,11.07.2022,29.09.2023,
18184/RD/2022,11.07.2022,29.09.2023,
18187/RD/2022,11.07.2022,29.09.2023,
18190/RD/2022,11.07.2022,29.09.2023,
18193/RD/2022,11.07.2022,29.09.2023,
18195/RD/2022,11.07.2022,29.09.2023,
18199/RD/2022,11.07.2022,29.09.2023,
18204/RD/2022,11.07.2022,29.09.2023,
18210/RD/2022,11.07.2022,29.09.2023,
18214/RD/2022,11.07.2022,,14.07.2026
18220/RD/2022,11.07.2022,29.09.2023,
18224/RD/2022,11.07.2022,29.09.2023,
18229/RD/2022,11.07.2022,29.09.2023,
18231/RD/2022,11.07.2022,29.09.2023,
18234/RD/2022,11.07.2022,29.09.2023,
18236/RD/2022,11.07.2022,29.09.2023,
18239/RD/2022,11.07.2022,29.09.2023,
18251/RD/2022,11.07.2022,,11.07.2025
18336/RD/2022,12.07.2022,29.09.2023,
18341/RD/2022,12.07.2022,22.04.2024,
18352/RD/2022,12.07.2022,22.04.2024,
18359/RD/2022,12.07.2022,,16.02.2025
18420/RD/2022,12.07.2022,22.04.2024,
18624/RD/2022,13.07.2022,22.04.2024,
18627/RD/2022,13.07.2022,,11.10.2025
18631/RD/2022,13.07.2022,29.09.2023,
18633/RD/2022,13.07.2022,22.04.2024,
18700/RD/2022,14.07.2022,,04.12.2023
18703/RD/2022,14.07.2022,,18.03.2023
18706/RD/2022,14.07.2022,,12.05.2023
18708/RD/2022,14.07.2022,,06.11.2023
18712/RD/2022,14.07.2022,30.03.2024,
18716/RD/2022,14.07.2022,,27.11.2023
18718/RD/2022,14.07.2022,,03.07.2023
18720/RD/2022,14.07.2022,,05.02.2023
18735/RD/2022,14.07.2022,,11.07.2023
18738/RD/2022,14.07.2022,,18.11.2023
18743/RD/2022,14.07.2022,,21.07.2023
18745/RD/2022,14.07.2022,,10.01.2023
18749/RD/2022,14.07.2022,,19.10.2023
18752/RD/2022,14.07.2022,,29.10.2023
18754/RD/2022,14.07.2022,,19.10.2023
18756/RD/2022,14.07.2022,,28.07.2023
18761/RD/2022,14.07.2022,,04.01.2023
18772/RD/2022,14.07.2022,,04.03.2023
18932/RD/2022,24.05.2022,,24.05.2023
18933/RD/2022,29.06.2022,28.12.2022,
18934/RD/2022,06.07.2022,,21.11.2024
18935/RD/2022,30.06.2022,,15.07.2023
18936/RD/2022,06.07.2022,,29.07.2023
18937/RD/2022,06.07.2022,,10.07.2023
18938/RD/2022,27.06.2022,,19.09.2025
18939/RD/2022,29.06.2022,,11.06.2025
18940/RD/2022,29.06.2022,,13.11.2025
18941/RD/2022,16.06.2022,,07.06.2025
18942/RD/2022,04.07.2022,,15.03.2025
18943/RD/2022,05.07.2022,,04.03.2024
18944/RD/2022,09.06.2022,,14.01.2025
18945/RD/2022,01.07.2022,,14.05.2025
18946/RD/2022,28.06.2022,,23.09.2025
18947/RD/2022,07.07.2022,,12.06.2025
18948/RD/2022,11.07.2022,,19.10.2025
18949/RD/2022,07.07.2022,,21.09.2025
18950/RD/2022,06.07.2022,,19.09.2024
18951/RD/2022,30.06.2022,,30.01.2025
18952/RD/2022,04.07.2022,,18.11.2025
18953/RD/2022,17.05.2022,,15.11.2025
18954/RD/2022,05.07.2022,,19.09.2024
18955/RD/2022,07.07.2022,,14.01.2024
18956/RD/2022,10.05.2022,,18.05.2025
18957/RD/2022,08.07.2022,,20.07.2025
18958/RD/2022,06.07.2022,,20.07.2024
18959/RD/2022,07.07.2022,,12.09.2025
18960/RD/2022,28.06.2022,,28.01.2025
18961/RD/2022,06.07.2022,,05.02.2024
18962/RD/2022,05.07.2022,,06.11.2024
18963/RD/2022,06.07.2022,,15.07.2024
18964/RD/2022,27.06.2022,,19.09.2025
18965/RD/2022,27.06.2022,,21.03.2025
18966/RD/2022,29.06.2022,,08.12.2025
18967/RD/2022,01.07.2022,,19.03.2025
18968/RD/2022,29.06.2022,,23.09.2025
18969/RD/2022,13.07.2022,,04.03.2025
18970/RD/2022,07.07.2022,,29.10.2025
18971/RD/2022,01.07.2022,,22.11.2025
18972/RD/2022,04.07.2022,,27.11.2025
18973/RD/2022,09.06.2022,,07.03.2025
18974/RD/2022,28.06.2022,,08.07.2025
18975/RD/2022,10.05.2022,,15.02.2025
18976/RD/2022,24.05.2022,,30.01.2025
18977/RD/2022,11.07.2022,,19.11.2025
18978/RD/2022,05.07.2022,,23.01.2025
18979/RD/2022,11.07.2022,,18.11.2025
18980/RD/2022,07.07.2022,,12.01.2025
18981/RD/2022,29.06.2022,,29.07.2025
18982/RD/2022,04.07.2022,,05.02.2025
18983/RD/2022,04.07.2022,,20.06.2025
18984/RD/2022,28.06.2022,,28.03.2025
18985/RD/2022,30.06.2022,,16.02.2025
18986/RD/2022,12.07.2022,,09.09.2025
18987/RD/2022,29.06.2022,,06.11.2025
18988/RD/2022,29.06.2022,,12.05.2025
18989/RD/2022,14.07.2022,,21.11.2025
18990/RD/2022,06.07.2022,,24.08.2025
18991/RD/2022,11.07.2022,,05.02.2025
18992/RD/2022,04.07.2022,,19.11.2025
18993/RD/2022,05.07.2022,19.12.2025,
18994/RD/2022,30.06.2022,,06.03.2025
18995/RD/2022,29.06.2022,,23.12.2025
18996/RD/2022,27.06.2022,,22.01.2025
18997/RD/2022,14.07.2022,,28.05.2025
18998/RD/2022,04.07.2022,,19.11.2025
18999/RD/2022,26.05.2022,,15.05.2025
19000/RD/2022,05.07.2022,,04.03.2024
19001/RD/2022,01.07.2022,,22.11.2025
19002/RD/2022,24.06.2022,,30.01.2025
19003/RD/2022,12.07.2022,,19.11.2025
19004/RD/2022,08.07.2022,,19.09.2025
19005/RD/2022,24.05.2022,,09.04.2025
19006/RD/2022,29.06.2022,,12.09.2025
19007/RD/2022,28.06.2022,,04.03.2025
19008/RD/2022,27.06.2022,,29.07.2025
19009/RD/2022,30.06.2022,,23.12.2025
19010/RD/2022,28.06.2022,,23.12.2025
19011/RD/2022,30.06.2022,,20.09.2025
19012/RD/2022,28.06.2022,19.12.2025,
19013/RD/2022,28.06.2022,,04.11.2025
19014/RD/2022,04.07.2022,,19.09.2025
19015/RD/2022,11.07.2022,,21.12.2025
19016/RD/2022,07.07.2022,,10.04.2024
19017/RD/2022,04.07.2022,,14.07.2025
19018/RD/2022,27.06.2022,,05.02.2025
19019/RD/2022,29.06.2022,,23.03.2025
19020/RD/2022,29.06.2022,,19.09.2025
19021/RD/2022,17.05.2022,,18.01.2025
19022/RD/2022,05.07.2022,,21.07.2025
19023/RD/2022,29.06.2022,,18.08.2025
19024/RD/2022,07.07.2022,,30.09.2024
19025/RD/2022,28.06.2022,,14.07.2025
19026/RD/2022,24.06.2022,,21.12.2025
19027/RD/2022,01.07.2022,,13.11.2025
19028/RD/2022,27.06.2022,,07.03.2025
19029/RD/2022,04.07.2022,,29.07.2025
19030/RD/2022,04.07.2022,,16.12.2025
19031/RD/2022,10.05.2022,,04.05.2025
19032/RD/2022,29.06.2022,,23.09.2025
19033/RD/2022,24.06.2022,,14.07.2025
19034/RD/2022,27.06.2022,,18.01.2025
19035/RD/2022,07.07.2022,,25.11.2024
19036/RD/2022,30.06.2022,,03.07.2025
19037/RD/2022,09.06.2022,,04.11.2025
19038/RD/2022,14.07.2022,19.12.2025,
19039/RD/2022,27.06.2022,,10.04.2025
19040/RD/2022,30.06.2022,,29.07.2025
19041/RD/2022,05.07.2022,,22.11.2024
19042/RD/2022,27.06.2022,03.01.2026,
19043/RD/2022,06.07.2022,,21.12.2025
19044/RD/2022,27.06.2022,,29.10.2025
19045/RD/2022,29.06.2022,,27.11.2025
19046/RD/2022,08.07.2022,,14.01.2025
19047/RD/2022,08.07.2022,19.12.2025,
19048/RD/2022,27.06.2022,,06.03.2025
19049/RD/2022,07.07.2022,,21.02.2024
19050/RD/2022,29.06.2022,,24.05.2025
19051/RD/2022,01.07.2022,19.12.2025,
19052/RD/2022,06.07.2022,,04.11.2024
19053/RD/2022,08.07.2022,,29.07.2025
19054/RD/2022,08.07.2022,,20.09.2025
19055/RD/2022,05.07.2022,,26.08.2025
19056/RD/2022,24.05.2022,,09.09.2025
19057/RD/2022,29.06.2022,,29.05.2025
19058/RD/2022,17.05.2022,,20.09.2025
19059/RD/2022,08.07.2022,,04.01.2025
19060/RD/2022,07.07.2022,,14.07.2025
19061/RD/2022,27.06.2022,,07.03.2023
19062/RD/2022,17.05.2022,,22.08.2023
19063/RD/2022,24.06.2022,,06.08.2025
19064/RD/2022,24.06.2022,,14.05.2023
19065/RD/2022,05.07.2022,,30.01.2023
19066/RD/2022,30.06.2022,,14.11.2023
19067/RD/2022,05.07.2022,,28.06.2023
19068/RD/2022,04.07.2022,,15.02.2023
19069/RD/2022,04.07.2022,,23.09.2023
19070/RD/2022,07.07.2022,,10.04.2023
19071/RD/2022,29.06.2022,,25.09.2023
19072/RD/2022,05.07.2022,,28.03.2024
19073/RD/2022,08.07.2022,,12.09.2023
19074/RD/2022,28.06.2022,,28.07.2023
19075/RD/2022,08.07.2022,,25.09.2023
19076/RD/2022,06.07.2022,,03.07.2023
19077/RD/2022,13.07.2022,,12.05.2023
19078/RD/2022,05.07.2022,,04.11.2023
19079/RD/2022,29.06.2022,,04.11.2023
19080/RD/2022,14.07.2022,,06.11.2024
19081/RD/2022,04.07.2022,,04.11.2023
19082/RD/2022,24.06.2022,,18.08.2025
19083/RD/2022,24.06.2022,,09.09.2023
19084/RD/2022,13.07.2022,,29.10.2023
19085/RD/2022,06.07.2022,,29.05.2023
19086/RD/2022,28.06.2022,,19.02.2023
19087/RD/2022,27.06.2022,,11.07.2023
19088/RD/2022,06.07.2022,,19.06.2023
19089/RD/2022,27.06.2022,,23.10.2023
19090/RD/2022,27.06.2022,,21.11.2023
19091/RD/2022,24.06.2022,,10.12.2023
19092/RD/2022,27.06.2022,,08.05.2023
19093/RD/2022,08.07.2022,,14.01.2023
19094/RD/2022,24.06.2022,,19.10.2023
19095/RD/2022,29.06.2022,,14.01.2023
19096/RD/2022,05.07.2022,,05.03.2023
19097/RD/2022,27.06.2022,,08.04.2024
19098/RD/2022,29.06.2022,,23.01.2024
19099/RD/2022,29.06.2022,,05.02.2023
19100/RD/2022,27.06.2022,,12.06.2023
19101/RD/2022,29.06.2022,,10.05.2023
19102/RD/2022,24.05.2022,,15.05.2023
19103/RD/2022,28.06.2022,,19.10.2023
19104/RD/2022,08.07.2022,,18.01.2023
19105/RD/2022,29.06.2022,,21.07.2023
19106/RD/2022,08.07.2022,,31.03.2023
19107/RD/2022,30.06.2022,,10.01.2023
19108/RD/2022,06.07.2022,,04.11.2023
19109/RD/2022,27.06.2022,,04.11.2023
19128/RD/2022,27.06.2022,,18.01.2025
19135/RD/2022,14.04.2022,,18.03.2023
19176/RD/2022,06.07.2022,,10.04.2023
19222/RD/2022,18.07.2022,,08.10.2023
19226/RD/2022,18.07.2022,,03.07.2023
19233/RD/2022,18.07.2022,,18.03.2023
19400/RD/2022,19.07.2022,,25.09.2024
19446/RD/2022,19.07.2022,,05.02.2023
19475/RD/2022,19.07.2022,,25.09.2023
19588/RD/2022,20.07.2022,,12.09.2025
19590/RD/2022,20.07.2022,,14.01.2024
19592/RD/2022,20.07.2022,,19.09.2024
19594/RD/2022,20.07.2022,29.04.2024,
19601/RD/2022,20.07.2022,,04.07.2024
19607/RD/2022,20.07.2022,,08.07.2024
19609/RD/2022,20.07.2022,,20.07.2024
19612/RD/2022,20.07.2022,,15.03.2024
19620/RD/2022,20.07.2022,20.01.2023,
19626/RD/2022,20.07.2022,20.01.2023,
19631/RD/2022,20.07.2022,20.01.2023,
19637/RD/2022,20.07.2022,20.01.2023,
19680/RD/2022,20.07.2022,20.01.2023,
19695/RD/2022,20.07.2022,20.01.2023,
19700/RD/2022,20.07.2022,20.01.2023,
19703/RD/2022,20.07.2022,20.01.2023,
19705/RD/2022,20.07.2022,20.01.2023,
19708/RD/2022,20.07.2022,20.01.2023,
19711/RD/2022,20.07.2022,20.01.2023,
19714/RD/2022,20.07.2022,20.01.2023,
19717/RD/2022,20.07.2022,20.01.2023,
19720/RD/2022,20.07.2022,20.01.2023,
19773/RD/2022,21.07.2022,20.01.2023,
19777/RD/2022,21.07.2022,20.01.2023,
19782/RD/2022,21.07.2022,20.01.2023,
19786/RD/2022,21.07.2022,20.01.2023,
19791/RD/2022,21.07.2022,20.01.2023,
19796/RD/2022,21.07.2022,20.01.2023,
19815/RD/2022,21.07.2022,11.05.2026,
19825/RD/2022,21.07.2022,,10.05.2025
19989/RD/2022,25.07.2022,,07.02.2025
20044/RD/2022,25.07.2022,,11.06.2023
20056/RD/2022,25.07.2022,,19.03.2023
20084/RD/2022,25.07.2022,,03.07.2023
20195/RD/2022,26.07.2022,,19.06.2025
20209/RD/2022,26.07.2022,17.10.2024,
20214/RD/2022,26.07.2022,17.10.2024,
20349/RD/2022,26.07.2022,,11.12.2025
20354/RD/2022,27.07.2022,,08.12.2025
20361/RD/2022,27.07.2022,20.02.2026,
20366/RD/2022,27.07.2022,17.10.2024,
20371/RD/2022,27.07.2022,,05.02.2025
20378/RD/2022,27.07.2022,,23.01.2025
20386/RD/2022,27.07.2022,,21.09.2025
20394/RD/2022,27.07.2022,,07.06.2025
20398/RD/2022,27.07.2022,,27.04.2025
20403/RD/2022,27.07.2022,,21.12.2025
20408/RD/2022,27.07.2022,,11.06.2024
20432/RD/2022,27.07.2022,30.01.2026,
20436/RD/2022,27.07.2022,,22.01.2025
20601/RD/2022,28.07.2022,,30.07.2025
20605/RD/2022,28.07.2022,,19.11.2025
20607/RD/2022,28.07.2022,17.10.2024,
20614/RD/2022,28.07.2022,,03.07.2025
20615/RD/2022,28.07.2022,,19.10.2025
20651/RD/2022,28.07.2022,,25.09.2025
20654/RD/2022,28.07.2022,,23.10.2025
20729/RD/2022,28.07.2022,,15.07.2024
20759/RD/2022,29.07.2022,,12.05.2025
20854/RD/2022,01.08.2022,,12.09.2025
20857/RD/2022,01.08.2022,,19.11.2025
20858/RD/2022,01.08.2022,,08.05.2025
20869/RD/2022,01.08.2022,,04.07.2025
20950/RD/2022,01.08.2022,,19.10.2025
20969/RD/2022,01.08.2022,,23.01.2025
20972/RD/2022,01.08.2022,,07.07.2025
20975/RD/2022,01.08.2022,,12.06.2025
20978/RD/2022,01.08.2022,,22.08.2025
21019/RD/2022,02.08.2022,,08.07.2025
21021/RD/2022,02.08.2022,,28.05.2025
21024/RD/2022,02.08.2022,,27.05.2025
21026/RD/2022,02.08.2022,,05.02.2025
21028/RD/2022,02.08.2022,,11.06.2025
21043/RD/2022,02.08.2022,,04.03.2025
21046/RD/2022,02.08.2022,,19.06.2025
21049/RD/2022,02.08.2022,,12.06.2025
21051/RD/2022,02.08.2022,,19.02.2025
21053/RD/2022,02.08.2022,,18.05.2025
21056/RD/2022,02.08.2022,,07.06.2025
21061/RD/2022,02.08.2022,,28.01.2024
21066/RD/2022,02.08.2022,,28.06.2024
21206/RD/2022,03.08.2022,20.12.2024,
21210/RD/2022,03.08.2022,20.12.2024,
21215/RD/2022,03.08.2022,20.12.2024,
21220/RD/2022,03.08.2022,20.12.2024,
21222/RD/2022,03.08.2022,20.12.2024,
21224/RD/2022,03.08.2022,20.12.2024,
21229/RD/2022,03.08.2022,20.12.2024,
21233/RD/2022,03.08.2022,20.12.2024,
21238/RD/2022,03.08.2022,20.12.2024,
21242/RD/2022,03.08.2022,20.12.2024,
21273/RD/2022,03.08.2022,,04.11.2024
21277/RD/2022,03.08.2022,,04.03.2024
21282/RD/2022,03.08.2022,,28.03.2024
21297/RD/2022,03.08.2022,,11.03.2024
21300/RD/2022,03.08.2022,,09.09.2024
21339/RD/2022,03.08.2022,,09.04.2025
21402/RD/2022,20.07.2022,,04.12.2024
21403/RD/2022,15.07.2022,,04.11.2025
21404/RD/2022,26.07.2022,,20.07.2024
21405/RD/2022,25.07.2022,,15.07.2024
21406/RD/2022,19.07.2022,,08.04.2024
21407/RD/2022,22.07.2022,,28.07.2024
21408/RD/2022,20.07.2022,,04.05.2024
21409/RD/2022,01.08.2022,,20.07.2024
21410/RD/2022,15.07.2022,,21.07.2024
21411/RD/2022,22.07.2022,,21.02.2024
21412/RD/2022,06.05.2022,,12.09.2024
21413/RD/2022,20.07.2022,,16.02.2024
21414/RD/2022,19.07.2022,,18.01.2024
21415/RD/2022,01.08.2022,,11.02.2024
21416/RD/2022,19.07.2022,,14.01.2024
21417/RD/2022,28.07.2022,,19.11.2024
21418/RD/2022,21.07.2022,,23.12.2024
21419/RD/2022,26.07.2022,,16.02.2024
21420/RD/2022,19.07.2022,,15.11.2024
21421/RD/2022,17.06.2022,,04.03.2024
21422/RD/2022,20.07.2022,,17.10.2024
21423/RD/2022,26.07.2022,,31.03.2024
21424/RD/2022,19.07.2022,,11.10.2023
21425/RD/2022,04.05.2022,,28.07.2024
21426/RD/2022,28.07.2022,,16.12.2024
21427/RD/2022,28.07.2022,,03.07.2024
21428/RD/2022,18.07.2022,,15.03.2024
21429/RD/2022,10.06.2022,,21.03.2024
21430/RD/2022,15.07.2022,,30.07.2024
21431/RD/2022,20.07.2022,,03.07.2024
21432/RD/2022,28.07.2022,,06.11.2024
21433/RD/2022,21.07.2022,,09.09.2024
21434/RD/2022,18.07.2022,,14.07.2024
21435/RD/2022,15.07.2022,,13.11.2024
21436/RD/2022,27.07.2022,,14.01.2024
